order_id,side,price,quantity,type
25436,BUY,10080,55,LIMIT
25437,BUY,10089,239,LIMIT
25438,BUY,10080,383,LIMIT
25439,BUY,10144,426,LIMIT
25440,SELL,10136,121,LIMIT
25441,SELL,10067,233,LIMIT
25442,BUY,10092,24,LIMIT
25443,SELL,10138,14,LIMIT
25444,BUY,10064,39,LIMIT
25445,SELL,10096,378,LIMIT
25446,BUY,10052,232,LIMIT
25447,SELL,10093,202,LIMIT
25448,BUY,10128,497,LIMIT
25449,SELL,10091,495,LIMIT
25450,BUY,10119,480,LIMIT
25451,SELL,10128,270,LIMIT
25452,SELL,0,358,MARKET
25453,BUY,10053,362,LIMIT
25454,BUY,10130,94,LIMIT
25455,SELL,10047,54,LIMIT
25456,SELL,0,382,MARKET
25457,SELL,10108,143,LIMIT
25458,SELL,10051,360,LIMIT
25459,BUY,10064,16,LIMIT
25460,BUY,0,477,MARKET
25461,SELL,10098,53,LIMIT
25462,SELL,10130,460,LIMIT
25463,SELL,10145,246,LIMIT
25464,BUY,10046,368,LIMIT
25465,BUY,10101,353,LIMIT
25466,SELL,10059,341,LIMIT
25467,BUY,10067,403,LIMIT
25468,BUY,10116,491,LIMIT
25469,BUY,10117,308,LIMIT
25470,BUY,10096,128,LIMIT
25471,BUY,0,335,MARKET
25472,BUY,10139,45,LIMIT
25473,SELL,0,23,MARKET
25474,BUY,0,212,MARKET
25475,SELL,10147,248,LIMIT
25476,BUY,10110,147,LIMIT
25477,BUY,10068,231,LIMIT
25478,BUY,10066,180,LIMIT
25479,SELL,10077,119,LIMIT
25480,SELL,10128,109,LIMIT
25481,BUY,10087,222,LIMIT
25482,SELL,10136,147,LIMIT
25483,SELL,10077,491,LIMIT
25484,SELL,10126,375,LIMIT
25485,BUY,0,118,MARKET
25486,BUY,10070,113,LIMIT
25487,BUY,10113,499,LIMIT
25488,BUY,10060,468,LIMIT
25489,SELL,10074,380,LIMIT
25490,BUY,10058,464,LIMIT
25491,BUY,10098,421,LIMIT
25492,BUY,10137,374,LIMIT
25493,BUY,10055,449,LIMIT
25494,BUY,10117,239,LIMIT
25495,BUY,0,147,MARKET
25496,SELL,10126,273,LIMIT
25497,BUY,10077,395,LIMIT
25498,BUY,10092,108,LIMIT
25499,BUY,10100,162,LIMIT
25500,SELL,10137,240,LIMIT
25501,SELL,10091,349,LIMIT
25502,BUY,10058,215,LIMIT
25503,BUY,10079,413,LIMIT
25504,SELL,10085,46,LIMIT
25505,SELL,10076,271,LIMIT
25506,BUY,10138,413,LIMIT
25507,SELL,10134,29,LIMIT
25508,BUY,10128,172,LIMIT
25509,BUY,0,287,MARKET
25510,BUY,0,39,MARKET
25511,BUY,10081,149,LIMIT
25512,BUY,10151,245,LIMIT
25513,BUY,10094,124,LIMIT
25514,BUY,10156,305,LIMIT
25515,SELL,10085,182,LIMIT
25516,SELL,0,157,MARKET
25517,SELL,10147,220,LIMIT
25518,BUY,0,398,MARKET
25519,BUY,0,391,MARKET
25520,SELL,10109,4,LIMIT
25521,BUY,10098,173,LIMIT
25522,BUY,10072,344,LIMIT
25523,BUY,10111,152,LIMIT
25524,BUY,10067,380,LIMIT
25525,BUY,10086,458,LIMIT
25526,BUY,0,362,MARKET
25527,BUY,10135,76,LIMIT
25528,SELL,0,72,MARKET
25529,SELL,10140,7,LIMIT
25530,BUY,10149,35,LIMIT
25531,BUY,10067,299,LIMIT
25532,BUY,10110,497,LIMIT
25533,BUY,10081,439,LIMIT
25534,BUY,10122,459,LIMIT
25535,BUY,0,238,MARKET
25536,BUY,10153,335,LIMIT
25537,SELL,10085,187,LIMIT
25538,BUY,10095,437,LIMIT
25539,BUY,10107,263,LIMIT
25540,SELL,10067,390,LIMIT
25541,SELL,10118,18,LIMIT
25542,BUY,10067,126,LIMIT
25543,SELL,10117,400,LIMIT
25544,BUY,10103,64,LIMIT
25545,SELL,0,217,MARKET
25546,SELL,0,363,MARKET
25547,SELL,0,114,MARKET
25548,SELL,10065,298,LIMIT
25549,SELL,10095,147,LIMIT
25550,BUY,10116,428,LIMIT
25551,BUY,10127,38,LIMIT
25552,BUY,10074,192,LIMIT
25553,BUY,10079,303,LIMIT
25554,BUY,10095,251,LIMIT
25555,BUY,10124,54,LIMIT
25556,BUY,10139,288,LIMIT
25557,BUY,0,92,MARKET
25558,BUY,10096,437,LIMIT
25559,SELL,10141,251,LIMIT
25560,SELL,10085,132,LIMIT
25561,BUY,0,189,MARKET
25562,BUY,0,103,MARKET
25563,SELL,10112,357,LIMIT
25564,BUY,0,141,MARKET
25565,SELL,10111,468,LIMIT
25566,SELL,0,101,MARKET
25567,SELL,10081,401,LIMIT
25568,BUY,10159,87,LIMIT
25569,BUY,10101,128,LIMIT
25570,BUY,10093,17,LIMIT
25571,BUY,0,372,MARKET
25572,BUY,10105,421,LIMIT
25573,BUY,10112,167,LIMIT
25574,SELL,10073,197,LIMIT
25575,BUY,10133,85,LIMIT
25576,BUY,10138,425,LIMIT
25577,SELL,10068,23,LIMIT
25578,BUY,10118,82,LIMIT
25579,BUY,10077,297,LIMIT
25580,BUY,0,412,MARKET
25581,BUY,10134,425,LIMIT
25582,SELL,10137,442,LIMIT
25583,BUY,10083,328,LIMIT
25584,BUY,10113,399,LIMIT
25585,BUY,10072,448,LIMIT
25586,SELL,10072,250,LIMIT
25587,BUY,10112,165,LIMIT
25588,SELL,10097,175,LIMIT
25589,BUY,10137,241,LIMIT
25590,BUY,0,146,MARKET
25591,BUY,10064,176,LIMIT
25592,BUY,0,315,MARKET
25593,BUY,0,211,MARKET
25594,BUY,10072,372,LIMIT
25595,SELL,10124,182,LIMIT
25596,BUY,10069,216,LIMIT
25597,BUY,0,226,MARKET
25598,SELL,0,325,MARKET
25599,BUY,10156,278,LIMIT
25600,BUY,0,387,MARKET
25601,SELL,10064,58,LIMIT
25602,SELL,0,352,MARKET
25603,SELL,10106,42,LIMIT
25604,SELL,10109,91,LIMIT
25605,SELL,10094,277,LIMIT
25606,SELL,10069,290,LIMIT
25607,BUY,10069,347,LIMIT
25608,BUY,10122,481,LIMIT
25609,BUY,10070,69,LIMIT
25610,BUY,10085,81,LIMIT
25611,SELL,10132,387,LIMIT
25612,BUY,10062,304,LIMIT
25613,SELL,0,29,MARKET
25614,SELL,10077,479,LIMIT
25615,SELL,10069,492,LIMIT
25616,BUY,10124,93,LIMIT
25617,BUY,10129,100,LIMIT
25618,SELL,10068,366,LIMIT
25619,SELL,10107,480,LIMIT
25620,BUY,10135,436,LIMIT
25621,BUY,10152,27,LIMIT
25622,BUY,10149,314,LIMIT
25623,BUY,0,491,MARKET
25624,BUY,10113,128,LIMIT
25625,SELL,0,118,MARKET
25626,BUY,10120,24,LIMIT
25627,BUY,10092,355,LIMIT
25628,SELL,10147,140,LIMIT
25629,BUY,10096,282,LIMIT
25630,BUY,10111,379,LIMIT
25631,SELL,0,161,MARKET
25632,SELL,10078,469,LIMIT
25633,BUY,10094,204,LIMIT
25634,BUY,10144,129,LIMIT
25635,SELL,10097,443,LIMIT
25636,BUY,10069,155,LIMIT
25637,SELL,10114,31,LIMIT
25638,SELL,10065,119,LIMIT
25639,SELL,10063,274,LIMIT
25640,BUY,10066,178,LIMIT
25641,SELL,10103,251,LIMIT
25642,SELL,10150,488,LIMIT
25643,BUY,10078,446,LIMIT
25644,BUY,10068,449,LIMIT
25645,BUY,0,401,MARKET
25646,SELL,10135,165,LIMIT
25647,BUY,10100,480,LIMIT
25648,SELL,10066,99,LIMIT
25649,BUY,0,226,MARKET
25650,SELL,10111,366,LIMIT
25651,BUY,0,173,MARKET
25652,BUY,0,452,MARKET
25653,BUY,10148,145,LIMIT
25654,SELL,10122,124,LIMIT
25655,SELL,10108,296,LIMIT
25656,SELL,10083,35,LIMIT
25657,SELL,10073,13,LIMIT
25658,SELL,10086,305,LIMIT
25659,BUY,0,435,MARKET
25660,SELL,10073,44,LIMIT
25661,BUY,10119,2,LIMIT
25662,BUY,10106,329,LIMIT
25663,SELL,10083,101,LIMIT
25664,SELL,0,136,MARKET
25665,SELL,10062,62,LIMIT
25666,BUY,0,386,MARKET
25667,BUY,10156,291,LIMIT
25668,BUY,0,35,MARKET
25669,BUY,0,253,MARKET
25670,SELL,10056,6,LIMIT
25671,BUY,0,80,MARKET
25672,BUY,0,407,MARKET
25673,BUY,10066,309,LIMIT
25674,BUY,10149,287,LIMIT
25675,BUY,10077,283,LIMIT
25676,BUY,10105,169,LIMIT
25677,SELL,0,315,MARKET
25678,SELL,10144,189,LIMIT
25679,SELL,10112,38,LIMIT
25680,BUY,10113,407,LIMIT
25681,BUY,10145,288,LIMIT
25682,SELL,10118,123,LIMIT
25683,BUY,10117,36,LIMIT
25684,SELL,0,442,MARKET
25685,BUY,10089,276,LIMIT
25686,SELL,10113,170,LIMIT
25687,BUY,10057,385,LIMIT
25688,SELL,0,10,MARKET
25689,BUY,10136,459,LIMIT
25690,SELL,10100,23,LIMIT
25691,SELL,10084,106,LIMIT
25692,SELL,10123,361,LIMIT
25693,BUY,10089,497,LIMIT
25694,BUY,0,405,MARKET
25695,BUY,10124,257,LIMIT
25696,BUY,10091,362,LIMIT
25697,SELL,10108,77,LIMIT
25698,SELL,10121,201,LIMIT
25699,SELL,10065,162,LIMIT
25700,SELL,10150,429,LIMIT
25701,BUY,10150,373,LIMIT
25702,SELL,10139,371,LIMIT
25703,BUY,10075,143,LIMIT
25704,BUY,10081,435,LIMIT
25705,BUY,10091,208,LIMIT
25706,SELL,10075,294,LIMIT
25707,SELL,10146,238,LIMIT
25708,BUY,0,41,MARKET
25709,SELL,0,80,MARKET
25710,SELL,10058,464,LIMIT
25711,BUY,10110,454,LIMIT
25712,SELL,10080,252,LIMIT
25713,BUY,10088,61,LIMIT
25714,BUY,10055,384,LIMIT
25715,SELL,0,407,MARKET
25716,BUY,10102,180,LIMIT
25717,BUY,10148,142,LIMIT
25718,SELL,10079,336,LIMIT
25719,BUY,0,146,MARKET
25720,SELL,0,395,MARKET
25721,SELL,10047,207,LIMIT
25722,SELL,10074,80,LIMIT
25723,SELL,10105,105,LIMIT
25724,BUY,10105,303,LIMIT
25725,BUY,10091,96,LIMIT
25726,SELL,0,496,MARKET
25727,SELL,10097,392,LIMIT
25728,BUY,10057,203,LIMIT
25729,BUY,10060,199,LIMIT
25730,SELL,10068,15,LIMIT
25731,BUY,10095,478,LIMIT
25732,SELL,10125,246,LIMIT
25733,BUY,10144,433,LIMIT
25734,BUY,10075,109,LIMIT
25735,BUY,0,452,MARKET
25736,SELL,10121,286,LIMIT
25737,BUY,10072,64,LIMIT
25738,BUY,10148,219,LIMIT
25739,SELL,10059,145,LIMIT
25740,SELL,10085,172,LIMIT
25741,BUY,10144,456,LIMIT
25742,BUY,10118,414,LIMIT
25743,SELL,10149,58,LIMIT
25744,SELL,10131,255,LIMIT
25745,SELL,0,131,MARKET
25746,BUY,10081,20,LIMIT
25747,SELL,10082,445,LIMIT
25748,SELL,0,224,MARKET
25749,SELL,10152,443,LIMIT
25750,SELL,10075,439,LIMIT
25751,SELL,10152,184,LIMIT
25752,SELL,10102,414,LIMIT
25753,SELL,10057,261,LIMIT
25754,BUY,10107,419,LIMIT
25755,BUY,10097,466,LIMIT
25756,BUY,10129,307,LIMIT
25757,BUY,10105,148,LIMIT
25758,BUY,10053,241,LIMIT
25759,SELL,10085,450,LIMIT
25760,SELL,10129,462,LIMIT
25761,SELL,0,404,MARKET
25762,SELL,10127,401,LIMIT
25763,SELL,10101,30,LIMIT
25764,SELL,10064,132,LIMIT
25765,SELL,10090,430,LIMIT
25766,SELL,10132,305,LIMIT
25767,SELL,10100,305,LIMIT
25768,BUY,0,223,MARKET
25769,SELL,10091,113,LIMIT
25770,SELL,10068,344,LIMIT
25771,BUY,0,25,MARKET
25772,SELL,0,38,MARKET
25773,SELL,10119,449,LIMIT
25774,SELL,10125,145,LIMIT
25775,SELL,10076,180,LIMIT
25776,SELL,10099,89,LIMIT
25777,BUY,10142,187,LIMIT
25778,BUY,10082,91,LIMIT
25779,BUY,10076,167,LIMIT
25780,SELL,0,204,MARKET
25781,BUY,10122,264,LIMIT
25782,BUY,0,266,MARKET
25783,BUY,10114,47,LIMIT
25784,BUY,10149,417,LIMIT
25785,SELL,10080,433,LIMIT
25786,SELL,10100,298,LIMIT
25787,BUY,10063,383,LIMIT
25788,BUY,10097,332,LIMIT
25789,SELL,10080,199,LIMIT
25790,BUY,10071,17,LIMIT
25791,BUY,10138,17,LIMIT
25792,SELL,0,200,MARKET
25793,BUY,10055,210,LIMIT
25794,BUY,10077,218,LIMIT
25795,SELL,10110,432,LIMIT
25796,SELL,10109,26,LIMIT
25797,BUY,10137,169,LIMIT
25798,BUY,10132,88,LIMIT
25799,SELL,10060,104,LIMIT
25800,SELL,10066,299,LIMIT
25801,BUY,10132,184,LIMIT
25802,SELL,10116,362,LIMIT
25803,BUY,0,137,MARKET
25804,SELL,10052,458,LIMIT
25805,SELL,10138,116,LIMIT
25806,SELL,10103,114,LIMIT
25807,SELL,10051,449,LIMIT
25808,SELL,10088,76,LIMIT
25809,SELL,10098,393,LIMIT
25810,BUY,10112,420,LIMIT
25811,BUY,10118,201,LIMIT
25812,BUY,0,258,MARKET
25813,SELL,10144,409,LIMIT
25814,BUY,10067,405,LIMIT
25815,BUY,10116,34,LIMIT
25816,BUY,10071,466,LIMIT
25817,BUY,10072,291,LIMIT
25818,BUY,10086,500,LIMIT
25819,BUY,10112,284,LIMIT
25820,SELL,10148,391,LIMIT
25821,SELL,10143,249,LIMIT
25822,BUY,0,45,MARKET
25823,BUY,10113,267,LIMIT
25824,BUY,10126,87,LIMIT
25825,BUY,10102,210,LIMIT
25826,SELL,10123,108,LIMIT
25827,BUY,10142,450,LIMIT
25828,SELL,0,30,MARKET
25829,BUY,10128,436,LIMIT
25830,BUY,0,75,MARKET
25831,BUY,10068,462,LIMIT
25832,BUY,0,380,MARKET
25833,SELL,10100,100,LIMIT
25834,SELL,10098,429,LIMIT
25835,SELL,10111,154,LIMIT
25836,BUY,10110,425,LIMIT
25837,BUY,10116,374,LIMIT
25838,BUY,10060,196,LIMIT
25839,SELL,10078,187,LIMIT
25840,BUY,10050,271,LIMIT
25841,BUY,0,110,MARKET
25842,SELL,10146,437,LIMIT
25843,SELL,0,56,MARKET
25844,BUY,10083,488,LIMIT
25845,SELL,10050,3,LIMIT
25846,BUY,10102,455,LIMIT
25847,BUY,10048,277,LIMIT
25848,SELL,10097,13,LIMIT
25849,BUY,10113,395,LIMIT
25850,SELL,10128,374,LIMIT
25851,BUY,10054,321,LIMIT
25852,BUY,10131,398,LIMIT
25853,BUY,0,24,MARKET
25854,SELL,10056,413,LIMIT
25855,BUY,10103,375,LIMIT
25856,SELL,10120,60,LIMIT
25857,BUY,10140,98,LIMIT
25858,BUY,10079,51,LIMIT
25859,BUY,10125,321,LIMIT
25860,BUY,10142,493,LIMIT
25861,SELL,0,160,MARKET
25862,BUY,10095,469,LIMIT
25863,SELL,10116,116,LIMIT
25864,BUY,10134,317,LIMIT
25865,SELL,10069,315,LIMIT
25866,BUY,0,374,MARKET
25867,BUY,0,197,MARKET
25868,BUY,10118,146,LIMIT
25869,BUY,10076,21,LIMIT
25870,BUY,10087,341,LIMIT
25871,SELL,10075,141,LIMIT
25872,BUY,10119,167,LIMIT
25873,SELL,10141,364,LIMIT
25874,BUY,10125,80,LIMIT
25875,BUY,10142,261,LIMIT
25876,SELL,10058,97,LIMIT
25877,SELL,10140,56,LIMIT
25878,BUY,10106,202,LIMIT
25879,BUY,10123,231,LIMIT
25880,BUY,10092,345,LIMIT
25881,SELL,10096,215,LIMIT
25882,SELL,10066,71,LIMIT
25883,SELL,10115,245,LIMIT
25884,BUY,10085,348,LIMIT
25885,SELL,10106,289,LIMIT
25886,BUY,10112,391,LIMIT
25887,BUY,10077,61,LIMIT
25888,SELL,10058,442,LIMIT
25889,BUY,0,140,MARKET
25890,SELL,10140,105,LIMIT
25891,BUY,0,235,MARKET
25892,BUY,10096,187,LIMIT
25893,BUY,0,349,MARKET
25894,BUY,10110,332,LIMIT
25895,BUY,10144,286,LIMIT
25896,SELL,10139,418,LIMIT
25897,BUY,10053,318,LIMIT
25898,SELL,10140,465,LIMIT
25899,BUY,10072,361,LIMIT
25900,SELL,10082,390,LIMIT
25901,BUY,10134,108,LIMIT
25902,BUY,10078,110,LIMIT
25903,SELL,10091,214,LIMIT
25904,BUY,10103,247,LIMIT
25905,SELL,10106,59,LIMIT
25906,BUY,10069,401,LIMIT
25907,BUY,10067,367,LIMIT
25908,BUY,10122,373,LIMIT
25909,SELL,10089,315,LIMIT
25910,SELL,10100,379,LIMIT
25911,SELL,10061,196,LIMIT
25912,SELL,10100,389,LIMIT
25913,SELL,10080,292,LIMIT
25914,BUY,10084,164,LIMIT
25915,BUY,10085,271,LIMIT
25916,BUY,10136,493,LIMIT
25917,SELL,10075,108,LIMIT
25918,SELL,0,216,MARKET
25919,BUY,10132,303,LIMIT
25920,SELL,10127,187,LIMIT
25921,SELL,10111,58,LIMIT
25922,BUY,10137,104,LIMIT
25923,BUY,0,58,MARKET
25924,BUY,10079,371,LIMIT
25925,BUY,10060,301,LIMIT
25926,BUY,10135,120,LIMIT
25927,SELL,0,496,MARKET
25928,SELL,10070,300,LIMIT
25929,BUY,10088,28,LIMIT
25930,BUY,10131,428,LIMIT
25931,BUY,10108,495,LIMIT
25932,BUY,10088,104,LIMIT
25933,SELL,10132,364,LIMIT
25934,SELL,10075,87,LIMIT
25935,SELL,10056,321,LIMIT
25936,BUY,10146,23,LIMIT
25937,SELL,10125,126,LIMIT
25938,BUY,10047,190,LIMIT
25939,SELL,10057,491,LIMIT
25940,BUY,10127,441,LIMIT
25941,SELL,10071,134,LIMIT
25942,BUY,0,368,MARKET
25943,BUY,10132,42,LIMIT
25944,SELL,10051,374,LIMIT
25945,BUY,0,342,MARKET
25946,BUY,10124,202,LIMIT
25947,BUY,10102,485,LIMIT
25948,SELL,10121,255,LIMIT
25949,BUY,10051,78,LIMIT
25950,BUY,10072,104,LIMIT
25951,SELL,10126,224,LIMIT
25952,BUY,0,21,MARKET
25953,BUY,10043,274,LIMIT
25954,BUY,10075,301,LIMIT
25955,BUY,10061,136,LIMIT
25956,BUY,10140,351,LIMIT
25957,BUY,10055,445,LIMIT
25958,SELL,10046,203,LIMIT
25959,BUY,10090,197,LIMIT
25960,BUY,10118,104,LIMIT
25961,SELL,10104,351,LIMIT
25962,BUY,10101,91,LIMIT
25963,SELL,10115,29,LIMIT
25964,SELL,10044,318,LIMIT
25965,SELL,10075,263,LIMIT
25966,BUY,10050,237,LIMIT
25967,BUY,10136,22,LIMIT
25968,SELL,10055,467,LIMIT
25969,SELL,0,186,MARKET
25970,SELL,0,491,MARKET
25971,BUY,10123,336,LIMIT
25972,BUY,0,14,MARKET
25973,SELL,10067,455,LIMIT
25974,BUY,10089,337,LIMIT
25975,BUY,10140,106,LIMIT
25976,BUY,10102,410,LIMIT
25977,BUY,10138,313,LIMIT
25978,BUY,10106,167,LIMIT
25979,SELL,10119,186,LIMIT
25980,SELL,10051,23,LIMIT
25981,SELL,10076,405,LIMIT
25982,SELL,10114,491,LIMIT
25983,BUY,0,281,MARKET
25984,BUY,10109,462,LIMIT
25985,BUY,10095,115,LIMIT
25986,BUY,10138,286,LIMIT
25987,BUY,10066,94,LIMIT
25988,BUY,0,357,MARKET
25989,BUY,10063,174,LIMIT
25990,BUY,10048,153,LIMIT
25991,BUY,10112,460,LIMIT
25992,BUY,10143,187,LIMIT
25993,BUY,0,13,MARKET
25994,SELL,10143,495,LIMIT
25995,SELL,10141,470,LIMIT
25996,BUY,10065,192,LIMIT
25997,SELL,10057,149,LIMIT
25998,BUY,10050,452,LIMIT
25999,BUY,10090,340,LIMIT
26000,SELL,0,332,MARKET
26001,SELL,10124,14,LIMIT
26002,SELL,10095,411,LIMIT
26003,BUY,0,380,MARKET
26004,SELL,10112,32,LIMIT
26005,SELL,0,354,MARKET
26006,BUY,10066,453,LIMIT
26007,SELL,0,437,MARKET
26008,SELL,10115,480,LIMIT
26009,SELL,10136,33,LIMIT
26010,BUY,10117,80,LIMIT
26011,BUY,10128,40,LIMIT
26012,SELL,10106,100,LIMIT
26013,SELL,0,338,MARKET
26014,SELL,0,476,MARKET
26015,BUY,10057,252,LIMIT
26016,SELL,10080,86,LIMIT
26017,BUY,10144,155,LIMIT
26018,SELL,10112,348,LIMIT
26019,BUY,10101,382,LIMIT
26020,BUY,10109,113,LIMIT
26021,BUY,0,116,MARKET
26022,SELL,10141,80,LIMIT
26023,BUY,10075,315,LIMIT
26024,SELL,10100,83,LIMIT
26025,SELL,0,382,MARKET
26026,BUY,10118,85,LIMIT
26027,BUY,10137,55,LIMIT
26028,SELL,0,203,MARKET
26029,SELL,10082,383,LIMIT
26030,SELL,10096,405,LIMIT
26031,SELL,10063,362,LIMIT
26032,SELL,10094,145,LIMIT
26033,SELL,10055,16,LIMIT
26034,BUY,10040,136,LIMIT
26035,SELL,10120,221,LIMIT
26036,SELL,10136,286,LIMIT
26037,BUY,10124,1,LIMIT
26038,BUY,10118,289,LIMIT
26039,SELL,10121,116,LIMIT
26040,BUY,10128,415,LIMIT
26041,SELL,10043,140,LIMIT
26042,BUY,10100,118,LIMIT
26043,BUY,10131,345,LIMIT
26044,BUY,10094,197,LIMIT
26045,BUY,10057,17,LIMIT
26046,SELL,10080,246,LIMIT
26047,BUY,10127,162,LIMIT
26048,SELL,10063,285,LIMIT
26049,BUY,10139,146,LIMIT
26050,SELL,10101,63,LIMIT
26051,SELL,0,246,MARKET
26052,BUY,10105,342,LIMIT
26053,SELL,10107,69,LIMIT
26054,SELL,10116,488,LIMIT
26055,BUY,10098,142,LIMIT
26056,BUY,10127,446,LIMIT
26057,BUY,0,30,MARKET
26058,SELL,10139,388,LIMIT
26059,BUY,10081,322,LIMIT
26060,SELL,10125,305,LIMIT
26061,SELL,10105,413,LIMIT
26062,BUY,10123,101,LIMIT
26063,BUY,10070,100,LIMIT
26064,SELL,10134,4,LIMIT
26065,BUY,0,254,MARKET
26066,BUY,10071,370,LIMIT
26067,BUY,10073,327,LIMIT
26068,BUY,10057,10,LIMIT
26069,BUY,10123,239,LIMIT
26070,BUY,10054,73,LIMIT
26071,SELL,10057,310,LIMIT
26072,BUY,10042,128,LIMIT
26073,BUY,10039,410,LIMIT
26074,SELL,0,459,MARKET
26075,SELL,10075,196,LIMIT
26076,SELL,10120,132,LIMIT
26077,BUY,10080,497,LIMIT
26078,BUY,10068,89,LIMIT
26079,SELL,10100,267,LIMIT
26080,BUY,10059,472,LIMIT
26081,SELL,10076,193,LIMIT
26082,BUY,0,102,MARKET
26083,BUY,0,99,MARKET
26084,BUY,10047,113,LIMIT
26085,BUY,0,312,MARKET
26086,SELL,10059,467,LIMIT
26087,BUY,10124,154,LIMIT
26088,BUY,10132,391,LIMIT
26089,SELL,10082,81,LIMIT
26090,SELL,10073,95,LIMIT
26091,SELL,10063,292,LIMIT
26092,SELL,10065,67,LIMIT
26093,SELL,10129,123,LIMIT
26094,BUY,10065,348,LIMIT
26095,BUY,10136,446,LIMIT
26096,SELL,0,133,MARKET
26097,SELL,10076,107,LIMIT
26098,BUY,10090,352,LIMIT
26099,BUY,10082,282,LIMIT
26100,BUY,10115,314,LIMIT
26101,SELL,10042,46,LIMIT
26102,SELL,10058,322,LIMIT
26103,SELL,10045,307,LIMIT
26104,SELL,10110,478,LIMIT
26105,BUY,10133,293,LIMIT
26106,SELL,10092,111,LIMIT
26107,BUY,10109,25,LIMIT
26108,SELL,10126,257,LIMIT
26109,BUY,10095,189,LIMIT
26110,BUY,10106,120,LIMIT
26111,SELL,0,131,MARKET
26112,BUY,10069,144,LIMIT
26113,BUY,10100,55,LIMIT
26114,SELL,10114,388,LIMIT
26115,SELL,10138,431,LIMIT
26116,BUY,0,397,MARKET
26117,BUY,10080,96,LIMIT
26118,BUY,10142,332,LIMIT
26119,BUY,10125,465,LIMIT
26120,BUY,10116,460,LIMIT
26121,SELL,10115,125,LIMIT
26122,BUY,10136,98,LIMIT
26123,BUY,0,334,MARKET
26124,BUY,10125,498,LIMIT
26125,SELL,10105,287,LIMIT
26126,SELL,0,271,MARKET
26127,SELL,0,259,MARKET
26128,BUY,10090,475,LIMIT
26129,SELL,10125,129,LIMIT
26130,BUY,10127,82,LIMIT
26131,BUY,10059,108,LIMIT
26132,SELL,10069,445,LIMIT
26133,BUY,10078,63,LIMIT
26134,SELL,0,148,MARKET
26135,SELL,10129,175,LIMIT
26136,BUY,0,365,MARKET
26137,BUY,10068,254,LIMIT
26138,BUY,10136,289,LIMIT
26139,SELL,10118,334,LIMIT
26140,SELL,10056,323,LIMIT
26141,SELL,10103,167,LIMIT
26142,BUY,10133,19,LIMIT
26143,SELL,10093,340,LIMIT
26144,BUY,10125,424,LIMIT
26145,SELL,10090,137,LIMIT
26146,BUY,10135,45,LIMIT
26147,SELL,10114,269,LIMIT
26148,BUY,10094,15,LIMIT
26149,SELL,10052,374,LIMIT
26150,SELL,10052,58,LIMIT
26151,BUY,10139,478,LIMIT
26152,SELL,10077,36,LIMIT
26153,SELL,10147,455,LIMIT
26154,SELL,10050,283,LIMIT
26155,SELL,10092,20,LIMIT
26156,BUY,0,112,MARKET
26157,BUY,10146,86,LIMIT
26158,BUY,10137,102,LIMIT
26159,SELL,10090,278,LIMIT
26160,BUY,10134,61,LIMIT
26161,BUY,0,17,MARKET
26162,BUY,10128,382,LIMIT
26163,BUY,10103,278,LIMIT
26164,BUY,10078,212,LIMIT
26165,BUY,10085,419,LIMIT
26166,SELL,10104,252,LIMIT
26167,BUY,10120,339,LIMIT
26168,BUY,10133,25,LIMIT
26169,BUY,10080,235,LIMIT
26170,SELL,10059,498,LIMIT
26171,BUY,10071,261,LIMIT
26172,BUY,0,339,MARKET
26173,SELL,0,399,MARKET
26174,BUY,10085,283,LIMIT
26175,SELL,0,428,MARKET
26176,SELL,10087,394,LIMIT
26177,SELL,10144,124,LIMIT
26178,BUY,10073,183,LIMIT
26179,SELL,10119,214,LIMIT
26180,BUY,0,248,MARKET
26181,SELL,10136,463,LIMIT
26182,SELL,10148,244,LIMIT
26183,SELL,10086,292,LIMIT
26184,BUY,0,317,MARKET
26185,SELL,10083,157,LIMIT
26186,SELL,10096,349,LIMIT
26187,BUY,10064,425,LIMIT
26188,BUY,10147,71,LIMIT
26189,BUY,10051,21,LIMIT
26190,BUY,10095,359,LIMIT
26191,SELL,10117,417,LIMIT
26192,BUY,10096,330,LIMIT
26193,SELL,10065,249,LIMIT
26194,BUY,10083,261,LIMIT
26195,BUY,10098,341,LIMIT
26196,BUY,10125,398,LIMIT
26197,BUY,0,154,MARKET
26198,SELL,10103,495,LIMIT
26199,BUY,10098,329,LIMIT
26200,SELL,10116,341,LIMIT
26201,SELL,0,139,MARKET
26202,SELL,10101,10,LIMIT
26203,BUY,10086,243,LIMIT
26204,SELL,10068,66,LIMIT
26205,BUY,10148,64,LIMIT
26206,SELL,10140,290,LIMIT
26207,BUY,10051,232,LIMIT
26208,SELL,0,2,MARKET
26209,BUY,10122,149,LIMIT
26210,SELL,10051,273,LIMIT
26211,SELL,10082,436,LIMIT
26212,SELL,10130,373,LIMIT
26213,SELL,10072,85,LIMIT
26214,BUY,0,462,MARKET
26215,BUY,10095,394,LIMIT
26216,SELL,10059,268,LIMIT
26217,SELL,10068,340,LIMIT
26218,BUY,10075,414,LIMIT
26219,SELL,10087,207,LIMIT
26220,BUY,10074,318,LIMIT
26221,SELL,10093,28,LIMIT
26222,SELL,10148,305,LIMIT
26223,BUY,10130,208,LIMIT
26224,BUY,10104,42,LIMIT
26225,BUY,10057,3,LIMIT
26226,BUY,10098,322,LIMIT
